year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,seasch,county_fips_geo,street_mailing,puma,city_mailing,tract,state_mailing,block_group,zip_mailing,geoid_block,street_location,census_region,city_location,census_division,csa,zip_location,cbsa,phone,cbsa_name,fips,cbsa_type,latitude,cbsa_city,longitude,place_fips,geoid_place,place_name,urban_centric_locale,class_code,county_code,upper_chamber,congress_district_id,state_leg_district_upper,state_leg_district_lower,upper_chamber_name,lower_chamber,lower_chamber_name,lower_chamber_type,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,instructional_aides_fte,teachers_absent_fte,support_fte,counselors_fte,administration_fte,social_workers_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel
mixed - most recent,"270000800158","BABBITT ELEMENTARY","MN","ST. LOUIS COUNTY SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","97","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No","Yes participating without using any Provision or the CEP","10","00008","2700158","-91.951335","47.707918","2700008","Not applicable","Postal code","MN-012142","Minnesota","012142-012142010","27137","30 SOUTH DR","00400","BABBITT","14100","MN","1","55706","271370141001","30 SOUTH DR","Midwest","BABBITT","West north central","Not applicable","55706","20260","(218)827-3101","Duluth, MN-WI","Minnesota","Metropolitan statistical area","47.707918","No","-91.951335","3106","2703106","Babbitt city","Rural, remote","Minor civil division equivalent (incorporated)","27137","27006","2708","27003","2703A","State Senate District 6","2706A","State House District 6A","State house district","9.000","9.500","0.000","1.000","0.000","11.000","10.000","7.200","4.400","0.990","0.000","0.400","0.000","0.000","0.500","0.150","0.000","Yes","558970","755447.812","469083","117102.250","39261.289","40113.660","164715.000"
mixed - most recent,"270354000162","BADGER ELEMENTARY","MN","BADGER PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","109","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No","Yes participating without using any Provision or the CEP","10","03540","2700162","-96.016019","48.781126","2703540","Not applicable","Street address","MN-010676","Minnesota","010676-010676010","27135","PO BOX 68","00100","BADGER","970200","MN","2","56714","271359702002","110 CARPENTER AVE","Midwest","BADGER","West north central","Not applicable","56714","Not applicable","(218)528-3201","","Minnesota","","48.781126","No","-96.016019","3160","2703160","Badger city","Rural, remote","Minor civil division equivalent (incorporated)","27135","27001","2707","27001","2701A","State Senate District 1","2701A","State House District 1A","State house district","9.000","9.500","0.000","0.000","1.000","12.000","11.000","3.000","3.000","7.300","0.000","2.000","0.300","0.000","0.000","0.000","0.000","No","499258","817126.188","579101","49615.879","191300.359","76951.422","81595.000"
mixed - most recent,"270354000163","BADGER SECONDARY","MN","BADGER PUBLIC SCHOOL DISTRICT","High","Regular school","No","Open","7","12","No","Yes","Yes","116","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","8","03540","2700163","-96.016019","48.781126","2703540","Not applicable","Street address","MN-010676","Minnesota","010676-010676020","27135","PO BOX 68","00100","BADGER","970200","MN","2","56714","271359702002","110 CARPENTER AVE","Midwest","BADGER","West north central","Not applicable","56714","Not applicable","(218)528-3201","","Minnesota","","48.781126","No","-96.016019","3160","2703160","Badger city","Rural, remote","Minor civil division equivalent (incorporated)","27135","27001","2707","27001","2701A","State Senate District 1","2701A","State House District 1A","State house district","8.000","8.500","0.000","1.000","0.000","9.000","8.000","3.000","1.000","3.500","0.000","0.800","0.000","0.000","0.000","0.000","0.000","No","429898","737955.812","579101","54629.621","176476.297","76951.422","132366.000"
mixed - most recent,"270357004279","BAGLEY ALP","MN","BAGLEY PUBLIC SCHOOL DISTRICT","High","Other/alternative school","No","Open","9","12","No","No","Yes","2","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","No","0","03570","2704279","-95.420904","47.523474","2703570","Not applicable","Point address","MN-010162","Minnesota","010162-010162030","27029","204 PARK AVE NW","00200","BAGLEY","100","MN","1","56621","270290001001","204 PARK AVE NW","Midwest","BAGLEY","West north central","Not applicable","56621","Not applicable","(218)694-3120","","Minnesota","","47.523474","No","-95.420904","3196","2703196","Bagley city","Rural, remote","Minor civil division equivalent (incorporated)","27029","27002","2707","27002","2702A","State Senate District 2","2702B","State House District 2B","State house district","0.000","0.170","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","No","6015","25186.109","","-2.000","-2.000","-2.000","8016.000"
mixed - most recent,"270357000164","BAGLEY ELEMENTARY","MN","BAGLEY PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","520","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","40","03570","2700164","-95.40129","47.523776","2703570","Not applicable","Point address","MN-010162","Minnesota","010162-010162010","27029","202 BAGLEY AVE NW","00200","BAGLEY","100","MN","1","56621","270290001001","202 BAGLEY AVE NW","Midwest","BAGLEY","West north central","Not applicable","56621","Not applicable","(218)694-6528","","Minnesota","","47.523776","No","-95.40129","3196","2703196","Bagley city","Rural, remote","Minor civil division equivalent (incorporated)","27029","27002","2707","27002","2702A","State Senate District 2","2702B","State House District 2B","State house district","42.000","42.640","0.000","0.000","0.000","45.000","40.000","25.070","9.500","1.000","0.000","3.700","0.000","0.000","0.000","0.000","0.000","No","1898378","2721008.500","1729261","327777.688","19760.230","214128.172","884978.000"
mixed - most recent,"270357000165","BAGLEY SECONDARY","MN","BAGLEY PUBLIC SCHOOL DISTRICT","High","Regular school","No","Open","7","12","No","Yes","Yes","424","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","19","03570","2700165","-95.396932","47.534269","2703570","Not applicable","Street address","MN-010162","Minnesota","010162-010162020","27029","1130 MAIN AVE N","00200","BAGLEY","100","MN","2","56621","270290001002","1130 MAIN AVE N","Midwest","BAGLEY","West north central","Not applicable","56621","Not applicable","(218)694-3120","","Minnesota","","47.534269","No","-95.396932","3196","2703196","Bagley city","Rural, remote","Minor civil division equivalent (incorporated)","27029","27002","2707","27002","2702A","State Senate District 2","2702B","State House District 2B","State house district","31.000","31.360","0.000","2.000","0.000","33.000","29.000","18.000","2.500","1.000","1.000","4.000","0.000","0.000","0.000","0.000","0.000","No","1636008","2490067.000","1546122","189374.375","18785.230","197579.203","483525.000"
mixed - most recent,"273180000982","BAMBER VALLEY ELEMENTARY","MN","ROCHESTER PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","633","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","36","31800","2700982","-92.50037","43.991803","2731800","Not applicable","Point address","MN-010535","Minnesota","010535-010535110","27109","2001 BAMBER VALLEY RD SW","02300","ROCHESTER","1203","MN","1","55902","271090012031","2001 BAMBER VALLEY RD SW","Midwest","ROCHESTER","West north central","462","55902","40340","(507)328-3030","Rochester, MN","Minnesota","Metropolitan statistical area","43.991803","Yes","-92.50037","54880","2754880","Rochester city","Rural, fringe","Minor civil division equivalent (incorporated)","27109","27030","2701","27026","2726B","State Senate District 30","2730B","State House District 30B","State house district","58.000","58.000","0.000","2.160","3.250","65.000","53.000","6.680","19.250","5.590","0.000","5.000","1.000","0.700","1.940","0.000","0.000","No","2981710","3718863.250","4147888","140436.953","235690.484","361025.844","436838.000"
mixed - most recent,"270011703566","Banaadir Academy","MN","Minnesota Transitions Charter Sch","Middle","Regular school","Yes","Open","5","6","Yes","Yes","No","50","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","4","21240","2703566","-93.291629","44.990556","2700117","Not applicable","Point address","MN-074017","Minnesota","074017-074017017","27053","1201 BRYANT AVE N","01301","MINNEAPOLIS","103400","MN","1","55411","270531034001","1201 BRYANT AVE N","Midwest","MINNEAPOLIS","West north central","378","55411","33460","(612)326-7200","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.990556","Yes","-93.291629","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27058","2705","27059","2759B","State Senate District 58","2758B","State House District 58B","State house district","25.000","25.000","0.000","2.000","2.000","15.000","8.000","4.000","7.000","0.000","0.000","2.000","0.000","0.250","0.000","0.000","0.000","No","1238322","1526471.000","1010000","115905.000","-2.000","172244.000","1837562.000"
mixed - most recent,"270011704989","Banaadir Elementary","MN","Minnesota Transitions Charter Sch","Primary","Regular school","Yes","Open","Kindergarten","4","Yes","No","No","128","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","20","21240","2704989","-93.266684","45.006901","2700117","Not applicable","Street address","MN-074017","Minnesota","074017-074017021","27053","1800 2ND STREET NE","01301","MINNEAPOLIS","1700","MN","2","55418","270530017002","1800 2ND STREET NE","Midwest","MINNEAPOLIS","West north central","378","55418","33460","(612)724-4680","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.006901","Yes","-93.266684","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27059","2705","27060","2760A","State Senate District 59","2759A","State House District 59A","State house district","8.000","8.500","0.000","2.000","1.000","8.000","0.000","2.000","4.000","0.000","0.000","1.000","0.000","0.250","0.000","0.000","0.000","No","260238","374958.000","","39047.000","-2.000","75673.000","549928.000"
mixed - most recent,"270011705279","Banaadir Secondary","MN","Minnesota Transitions Charter Sch","High","Regular school","Yes","Open","7","12","No","Yes","Yes","95","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes under the Community Eligibility Provision (CEP)","8","21240","2705279","-93.291629","44.990556","2700117","Not applicable","","MN-074017","Minnesota","074017-074017027","27053","1201 BRYANT AVE N","01301","MINNEAPOLIS","103400","MN","1","55411","270531034001","1201 BRYANT AVE N","Midwest","MINNEAPOLIS","West north central","378","55411","33460","(612)326-7200","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.990556","Yes","-93.291629","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27058","2705","27059","2759B","State Senate District 58","2758B","State House District 58B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"272124000941","BANCROFT ELEMENTARY","MN","Minneapolis Public School District","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","369","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","28","21240","2700941","-93.255809","44.933831","2721240","Not applicable","Point address","MN-030001","Minnesota","030001-030001105","27053","3829 13TH AVE SOUTH","01303","MINNEAPOLIS","9600","MN","3","55407","270530096003","3829 13TH AVE SOUTH","Midwest","MINNEAPOLIS","West north central","378","55407","33460","(612)668-3550","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.933831","Yes","-93.255809","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27062","2705","27063","2763A","State Senate District 62","2762B","State House District 62B","State house district","48.000","48.100","0.000","2.400","1.000","50.000","45.000","16.300","11.400","5.350","0.000","2.000","1.000","0.000","0.400","0.000","0.000","No","2997363","4105370.250","2506213","515913.719","357212.781","234880.422","182303.000"
mixed - most recent,"270345000149","BANFIELD ELEMENTARY","MN","AUSTIN PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","1","4","Yes","No","No","461","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","36","03450","2700149","-92.99599","43.665287","2703450","Not applicable","Street address","MN-010492","Minnesota","010492-010492010","27099","301 17TH ST SW","02400","AUSTIN","200","MN","2","55912","270990002002","301 17TH ST SW","Midwest","AUSTIN","West north central","462","55912","12380","(507)460-1200","Austin, MN","Minnesota","Micropolitan statistical area","43.665287","Yes","-92.99599","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","36.000","36.400","0.000","0.000","0.000","40.000","40.000","3.000","19.000","17.000","0.000","1.000","0.800","0.500","1.000","0.000","0.000","No","1594183","1974829.500","1484920","24773.990","252151.141","103721.000","21352.000"
mixed - most recent,"270366000169","BARNESVILLE ELEMENTARY","MN","BARNESVILLE PUBLIC SCHOOL DIST.","Primary","Regular school","No","Open","Kindergarten","6","Yes","No","No","504","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","30","03660","2700169","-96.413416","46.650545","2703660","Not applicable","Street address","MN-010146","Minnesota","010146-010146010","27027","BOX 189","00100","BARNESVILLE","30202","MN","1","56514","270270302021","310 5TH ST SE","Midwest","BARNESVILLE","West north central","244","56514","22020","(218)354-2300","Fargo, ND-MN","Minnesota","Metropolitan statistical area","46.650545","No","-96.413416","3574","2703574","Barnesville city","Rural, distant","Minor civil division equivalent (incorporated)","27027","27009","2707","27004","2704B","State Senate District 9","2709B","State House District 9B","State house district","32.000","32.000","0.000","0.000","1.000","33.000","31.000","1.860","7.000","4.480","1.000","2.360","0.000","0.000","0.000","1.000","0.000","Yes","1667293","2276129.250","1452837","42034.250","49801.609","141396.266","1839017.000"
